%dir,flowInd,flowStat,timeFirst,timeLast,duration,numHdrDesc,numHdrs,hdrDesc,srcMac,dstMac,ethType,ethVlanID,srcIP,srcIPCC,srcIPOrg,srcPort,dstIP,dstIPCC,dstIPOrg,dstPort,l4Proto,macStat,macPairs,srcMac_dstMac_numP,srcManuf_dstManuf,dstPortClassN,dstPortClass,numPktsSnt,numPktsRcvd,numBytesSnt,numBytesRcvd,minPktSz,maxPktSz,avePktSize,stdPktSize,minIAT,maxIAT,aveIAT,stdIAT,pktps,bytps,pktAsm,bytAsm,tcpFStat,ipMindIPID,ipMaxdIPID,ipMinTTL,ipMaxTTL,ipTTLChg,ipTOS,ipFlags,ipOptCnt,ipOptCpCl_Num,ip6OptCntHH_D,ip6OptHH_D,tcpISeqN,tcpPSeqCnt,tcpSeqSntBytes,tcpSeqFaultCnt,tcpPAckCnt,tcpFlwLssAckRcvdBytes,tcpAckFaultCnt,tcpInitWinSz,tcpAveWinSz,tcpMinWinSz,tcpMaxWinSz,tcpWinSzDwnCnt,tcpWinSzUpCnt,tcpWinSzChgDirCnt,tcpWinSzThRt,tcpFlags,tcpAnomaly,tcpOptPktCnt,tcpOptCnt,tcpOptions,tcpMSS,tcpWS,tcpMPTBF,tcpMPF,tcpMPAID,tcpMPdssF,tcpTmS,tcpTmER,tcpEcI,tcpUtm,tcpBtm,tcpSSASAATrip,tcpRTTAckTripMin,tcpRTTAckTripMax,tcpRTTAckTripAve,tcpRTTAckTripJitAve,tcpRTTSseqAA,tcpRTTAckJitAve,tcpStates,icmpStat,icmpTCcnt,icmpBFTypH_TypL_Code,icmpTmGtw,icmpEchoSuccRatio,icmpPFindex,connSip,connDip,connSipDip,connSipDprt,connF
B,39,0x0400000000004001,1527823283.065579,1527823293.076746,10.011167,1,3,eth:ipv4:tcp,14:cc:20:51:33:ea,e0:76:d0:3f:00:ae,0x0800,,52.193.63.241,jp,Amazon Data Services Japan,443,192.168.1.216,07,Private network,43660,6,0x00,1,14:cc:20:51:33:ea_e0:76:d0:3f:00:ae_8,Tp-LinkT_AMPAKTec,443,https,8,9,173,1042,0,142,21.625,38.8842,0,9.391311,1.251396,2.812616,0.7991077,17.2807,-0.05882353,-0.7152264,0x00c4,1,28980,38,38,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,4243207566,8,172,0,5,1043,1,29200,30763.41,29200,31088,0,2,1,0.0,0x1e,0x0006,1,1,0x00000004,1460,1,0x0000,0x00,0,0x00,0,0,0.0,0.0,0.0,0.176375,0.17453,0.214551,0.1809896,0.01109873,2.23631,3.56121,0x42,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,1,6,3,9,9.0
A,52,0x0400000000004000,1527823290.289212,1527823293.92831,3.639098,1,3,eth:ipv4:tcp,d0:52:a8:00:67:5e,14:cc:20:51:33:ea,0x0800,,192.168.1.196,07,Private network,1048,52.5.163.174,us,Amazon Technologies Inc,443,6,0x00,1,d0:52:a8:00:67:5e_14:cc:20:51:33:ea_19,Physical_Tp-LinkT,443,https,19,14,621,3043,0,214,32.68421,52.96357,0,2.22005,0.1915315,0.4394969,5.221074,170.6467,0.1515152,-0.6610262,0x00c4,1,1,100,100,0,0x00,0x0000,0,0x00_0x00000000,0_0,0x00000000_0x00000000,2367196786,16,1714312194,2,8,2041,0,3072,3070.473,2000,3072,1,1,1,0.0,0x1f,0xa005,1,1,0x00000004,536,1,0x0000,0x00,0,0x00,0,0,0.0,0.0,0.0,0.0,5.5e-05,0.126112,0.028624,0.04162223,0.209677,-1.0,0x52,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,4,1,2,3,0.75
B,52,0x0400000000004001,1527823290.498889,1527823293.928092,3.429203,1,3,eth:ipv4:tcp,14:cc:20:51:33:ea,d0:52:a8:00:67:5e,0x0800,,52.5.163.174,us,Amazon Technologies Inc,443,192.168.1.196,07,Private network,1048,6,0x00,1,14:cc:20:51:33:ea_d0:52:a8:00:67:5e_14,Tp-LinkT_Physical,443,https,14,19,3043,621,0,536,217.3571,201.5895,0,1.259992,0.2449431,0.3290782,4.082581,887.3782,-0.1515152,0.6610262,0x00c4,1,46242,228,228,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,3967764080,14,2040,0,6,621,1,26883,28494.85,26883,28944,0,2,1,0.0,0x1b,0x0003,1,1,0x00000004,1460,1,0x0000,0x00,0,0x00,0,0,0.0,0.0,0.0,0.209677,0.005453,2.09409,0.3726396,0.4714556,0.4012636,0.4732893,0x02,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,1,4,1,2,2.0
A,90,0x0400000000004000,1527823301.12364,1527823302.042647,0.919007,1,3,eth:ipv4:tcp,70:88:6b:10:0f:c6,14:cc:20:51:33:ea,0x0800,,192.168.1.152,07,Private network,43859,35.203.134.251,us,Google LLC,443,6,0x00,1,70:88:6b:10:0f:c6_14:cc:20:51:33:ea_14,-_Tp-LinkT,443,https,14,14,1495,3866,0,325,106.7857,116.1444,0,0.166521,0.06564336,0.06085055,15.23383,1626.756,0.0,-0.4422682,0x00c4,1,2,128,128,0,0x00,0x0000,0,0x00_0x00000000,0_0,0x00000000_0x00000000,4003174929,9,1106,2,5,3866,0,4096,4081.51,4027,4096,1,1,1,0.0,0x1b,0x6801,1,1,0x00000004,1460,1,0x0000,0x00,0,0x00,0,0,0.0,0.0,0.0,0.0,0.00176,0.289575,0.06274879,0.08219959,0.16314,-1.0,0x02,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,4,1,3,3,0.75
B,90,0x0400000000004001,1527823301.28678,1527823302.164474,0.877694,1,3,eth:ipv4:tcp,14:cc:20:51:33:ea,70:88:6b:10:0f:c6,0x0800,,35.203.134.251,us,Google LLC,443,192.168.1.152,07,Private network,43859,6,0x00,1,14:cc:20:51:33:ea_70:88:6b:10:0f:c6_14,Tp-LinkT_-,443,https,14,14,3866,1495,0,1420,276.1429,438.75,0,0.323669,0.06269243,0.07991608,15.95089,4404.724,0.0,0.4422682,0x0044,1,63753,53,53,0,0x00,0x0042,0,0x00_0x00000000,0_0,0x00000000_0x00000000,53201882,13,3865,0,4,764,2,28400,20863.13,0,30016,1,2,2,0.07142857,0x1f,0x8003,1,1,0x00000004,1420,1,0x0000,0x00,0,0x00,0,0,0.0,0.0,0.0,0.16314,0.004826,0.164261,0.09727464,0.05349624,0.1600234,0.09807456,0x42,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,1,4,2,2,2.0
A,53,0x0400000000004000,1527823292.900531,1527823303.102981,10.20245,1,3,eth:ipv4:tcp,e0:76:d0:3f:00:ae,14:cc:20:51:33:ea,0x0800,,192.168.1.216,07,Private network,43661,52.193.63.241,jp,Amazon Data Services Japan,443,6,0x00,1,e0:76:d0:3f:00:ae_14:cc:20:51:33:ea_9,AMPAKTec_Tp-LinkT,443,https,9,8,1042,173,0,516,115.7778,169.6503,0,9.189137,1.133606,2.640684,0.8821411,102.1323,0.05882353,0.7152264,0x0054,1,39927,64,64,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,1167230187,5,1041,2,1,141,0,467200,344631.7,0,497408,1,1,2,0.1111111,0x1f,0x0001,1,5,0x0000011e,1460,32,0x0000,0x00,0,0x00,3270212,0,0.004,13080.848621,1527810212.05191,0.0,0.004238,9.01517,2.033502,3.472034,0.176424,-1.0,0x12,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,6,1,4,10,1.666667
B,53,0x0400000000004001,1527823293.076955,1527823303.095087,10.018132,1,3,eth:ipv4:tcp,14:cc:20:51:33:ea,e0:76:d0:3f:00:ae,0x0800,,52.193.63.241,jp,Amazon Data Services Japan,443,192.168.1.216,07,Private network,43661,6,0x00,1,14:cc:20:51:33:ea_e0:76:d0:3f:00:ae_8,Tp-LinkT_AMPAKTec,443,https,8,9,173,1042,0,142,21.625,38.8842,0,9.194626,1.252267,2.745932,0.798552,17.26869,-0.05882353,-0.7152264,0x00c4,1,18582,38,38,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,104728083,8,172,0,5,1043,1,29200,30763.41,29200,31088,0,2,1,0.0,0x1e,0x0006,1,1,0x00000004,1460,1,0x0000,0x00,0,0x00,0,0,0.0,0.0,0.0,0.176424,0.176424,0.213906,0.1824418,0.01041116,2.215943,3.47205,0x42,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,1,6,3,9,9.0
A,98,0x0400000000004000,1527823302.167767,1527823303.146597,0.97883,1,3,eth:ipv4:tcp,70:88:6b:10:0f:c6,14:cc:20:51:33:ea,0x0800,,192.168.1.152,07,Private network,43860,35.203.134.251,us,Google LLC,443,6,0x00,1,70:88:6b:10:0f:c6_14:cc:20:51:33:ea_12,-_Tp-LinkT,443,https,12,14,903,3866,0,325,75.25,96.40606,0,0.27259,0.08156916,0.08440202,12.25953,922.53,-0.07692308,-0.6213043,0x00c4,1,2,128,128,0,0x00,0x0000,0,0x00_0x00000000,0_0,0x00000000_0x00000000,2596255493,8,833,2,5,3866,0,4096,4081.51,4027,4096,1,1,1,0.0,0x1b,0x4801,1,1,0x00000004,1460,1,0x0000,0x00,0,0x00,0,0,0.0,0.0,0.0,0.0,0.001462,0.16012,0.04575375,0.06147332,0.162329,-1.0,0x02,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,4,1,2,2,0.5
B,98,0x0400000000004001,1527823302.330096,1527823303.263314,0.933218,1,3,eth:ipv4:tcp,14:cc:20:51:33:ea,70:88:6b:10:0f:c6,0x0800,,35.203.134.251,us,Google LLC,443,192.168.1.152,07,Private network,43860,6,0x00,1,14:cc:20:51:33:ea_70:88:6b:10:0f:c6_14,Tp-LinkT_-,443,https,14,12,3866,903,0,1420,276.1429,438.8841,0,0.323061,0.06665844,0.09171353,15.00185,4142.655,0.07692308,0.6213043,0x0044,1,52968,54,54,0,0x00,0x0042,0,0x00_0x00000000,0_0,0x00000000_0x00000000,66275829,11,3865,0,3,764,1,28400,10185.25,0,30016,3,2,2,0.2142857,0x1f,0x0003,1,1,0x00000004,1420,1,0x0000,0x00,0,0x00,0,0,0.0,0.0,0.0,0.162329,0.116424,0.269152,0.1801607,0.04936354,0.2259145,0.07883989,0x52,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,1,4,1,1,1.0
A,115,0x0400000000004000,1527823304.170207,1527823305.115145,0.944938,1,3,eth:ipv4:tcp,30:8c:fb:2f:e4:b2,14:cc:20:51:33:ea,0x0800,,192.168.1.106,07,Private network,40542,130.211.135.74,us,Google LLC,443,6,0x00,1,30:8c:fb:2f:e4:b2_14:cc:20:51:33:ea_11,Dropcam_Tp-LinkT,443,https,11,10,2645,1954,0,1408,240.4545,377.5586,0,0.193292,0.08590347,0.07484465,11.64097,2799.125,0.04761905,0.15025,0x00d4,1,1,64,64,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,3150040912,8,2644,2,5,1954,0,116800,22724.65,14600,116800,1,2,1,0.0,0x1b,0x0001,11,35,0x0000011e,1460,8,0x0000,0x00,0,0x00,4294939395,847752195,0.01,42949392.990006,1484873912.125139,0.0,0.001313,0.161122,0.03518018,0.05583536,0.176724,-1.0,0x02,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,5,1,2,6,1.2
B,115,0x0400000000004001,1527823304.346931,1527823305.288209,0.941278,1,3,eth:ipv4:tcp,14:cc:20:51:33:ea,30:8c:fb:2f:e4:b2,0x0800,,130.211.135.74,us,Google LLC,443,192.168.1.106,07,Private network,40542,6,0x00,1,14:cc:20:51:33:ea_30:8c:fb:2f:e4:b2_10,Tp-LinkT_Dropcam,443,https,10,11,1954,2645,0,1408,195.4,356.3979,0,0.334765,0.0941278,0.1055395,10.62385,2075.901,-0.04761905,-0.15025,0x0054,1,60990,54,54,0,0x00,0x0042,0,0x00_0x00000000,0_0,0x00000000_0x00000000,2294986638,8,1953,0,3,2480,1,7208960,305798.5,0,7208960,3,2,2,0.2,0x1f,0x0003,8,26,0x0000011e,1420,256,0x0000,0x00,0,0x00,847752195,4294939375,0.001,847752.235266,1526975552.871647,0.176724,0.166487,0.191644,0.1784039,0.007014161,0.2135841,0.0562742,0x52,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,1,5,1,5,5.0
A,64,0x0400000000004000,1527823297.175111,1527823298.878093,1.702982,1,3,eth:ipv4:tcp,28:c2:dd:ff:a5:2d,14:cc:20:51:33:ea,0x0800,,192.168.1.242,07,Private network,53364,54.230.135.100,us,Amazon Technologies Inc,443,6,0x00,1,28:c2:dd:ff:a5:2d_14:cc:20:51:33:ea_10,AzureWav_Tp-LinkT,443,https,10,11,647,3563,0,277,64.7,77.00195,0,1.055864,0.1702982,0.3167051,5.872053,379.9218,-0.04761905,-0.6926366,0x0044,1,1,255,255,0,0x00,0x0000,0,0x00_0x00000000,0_0,0x00000000_0x00000000,6509,7,646,2,4,3563,0,2242560,106654.7,14592,2242560,4,1,2,0.0,0x1b,0x0001,1,3,0x0000000e,1460,128,0x0000,0x00,0,0x00,0,0,0.0,0.0,0.0,0.0,0.00116,0.586706,0.06048639,0.1575512,0.005764,-1.0,0x00,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,2,1,2,2,1.0
B,64,0x0400000000004001,1527823297.180875,1527823298.876826,1.695951,1,3,eth:ipv4:tcp,14:cc:20:51:33:ea,28:c2:dd:ff:a5:2d,0x0800,,54.230.135.100,us,Amazon Technologies Inc,443,192.168.1.242,07,Private network,53364,6,0x00,1,14:cc:20:51:33:ea_28:c2:dd:ff:a5:2d_11,Tp-LinkT_AzureWav,443,https,11,10,3563,647,0,1460,323.9091,473.0893,0,1.020965,0.1541774,0.3031425,6.486036,2100.886,0.04761905,0.6926366,0x00c4,1,13050,245,245,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,4004961455,11,3562,0,6,647,1,7475200,241537.5,30464,7475200,1,1,1,0.0,0x1b,0x0003,1,3,0x0000000e,1460,256,0x0000,0x00,0,0x00,0,0,0.0,0.0,0.0,0.005764,0.000962,1.053381,0.1043297,0.2832176,0.1648161,0.3240904,0x00,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,1,2,1,1,1.0
A,181,0x0400000000004000,1527823309.970036,1527823310.195349,0.225313,1,3,eth:ipv4:tcp,f4:f5:d8:d4:eb:12,14:cc:20:51:33:ea,0x0800,,192.168.1.192,07,Private network,35362,216.58.199.68,us,Google LLC,443,6,0x00,1,f4:f5:d8:d4:eb:12_14:cc:20:51:33:ea_8,Google_Tp-LinkT,443,https,8,6,283,2837,0,198,35.375,56.74464,0,0.140471,0.02816412,0.03849553,35.50616,1256.031,0.1428571,-0.8185897,0x00d4,1,1,64,64,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,4103701861,5,282,2,3,2837,0,934400,96368.27,14656,934400,1,3,1,0.0,0x1e,0x0004,8,26,0x0000011e,1460,64,0x0000,0x00,0,0x00,4294939415,2446297137,0.01,42949393.190006,1484873917.005343,0.0,0.000692,0.054206,0.01485163,0.0179035,0.00112,-1.0,0x42,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,17,1,4,20,1.176471
B,181,0x0400000000004001,1527823309.971156,1527823310.141143,0.169987,1,3,eth:ipv4:tcp,14:cc:20:51:33:ea,f4:f5:d8:d4:eb:12,0x0800,,216.58.199.68,us,Google LLC,443,192.168.1.192,07,Private network,35362,6,0x00,1,14:cc:20:51:33:ea_f4:f5:d8:d4:eb:12_6,Tp-LinkT_Google,443,https,6,8,2837,283,0,1418,472.8333,491.1729,0,0.137318,0.02833117,0.0411467,35.29682,16689.51,-0.1428571,0.8185897,0x0054,1,26,57,57,0,0x00,0x0000,0,0x00_0x00000000,0_0,0x00000000_0x00000000,300996952,6,2560,0,2,283,1,10856448,1860849.0,43520,10856448,1,0,0,0.0,0x1a,0x0002,6,20,0x0000011e,1380,256,0x0000,0x00,0,0x00,2446297137,4294939409,0.001,2446297.253193,1525377012.887951,0.00112,0.001035,0.139779,0.047649,0.05536603,0.06250062,0.05818877,0x02,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,1,17,3,19,19.0
A,101,0x0400000000004000,1527823302.485707,1527823302.538627,0.05292,1,3,eth:ipv4:tcp,f4:f5:d8:d4:eb:12,14:cc:20:51:33:ea,0x0800,,192.168.1.192,07,Private network,60487,216.58.220.110,us,Google LLC,80,6,0x00,1,f4:f5:d8:d4:eb:12_14:cc:20:51:33:ea_6,Google_Tp-LinkT,80,http,6,4,71,83,0,71,11.83333,21.97413,0,0.042808,0.00882,0.01268324,113.3787,1341.648,0.2,-0.07792208,0x0054,1,1,64,64,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,1629749409,3,70,2,2,83,0,934400,169237.4,14656,934400,1,0,0,0.0,0x1b,0x0001,6,20,0x0000011e,1460,64,0x0000,0x00,0,0x00,4294938649,3036837330,0.01,42949385.530006,1484873917.008621,0.0,0.000751,0.043662,0.007896834,0.01327109,0.002698,-1.0,0x00,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,17,1,6,4,0.2352941
B,101,0x0400000000004001,1527823302.488405,1527823302.537521,0.049116,1,3,eth:ipv4:tcp,14:cc:20:51:33:ea,f4:f5:d8:d4:eb:12,0x0800,,216.58.220.110,us,Google LLC,80,192.168.1.192,07,Private network,60487,6,0x00,1,14:cc:20:51:33:ea_f4:f5:d8:d4:eb:12_4,Tp-LinkT_Google,80,http,4,6,83,71,0,83,20.75,29.54801,0,0.046456,0.012279,0.01476073,81.43986,1689.877,-0.2,0.07792208,0x0054,1,4,56,56,0,0x00,0x0000,0,0x00_0x00000000,0_0,0x00000000_0x00000000,2047480594,4,82,0,2,71,1,15409152,5325032.0,60416,15409152,1,0,0,0.0,0x1b,0x0003,4,14,0x0000011e,1380,256,0x0000,0x00,0,0x00,3036837330,4294938649,0.001,3036837.474242,1524786465.063279,0.002698,0.001161,0.003285,0.0024845,0.0006861262,0.01038133,0.01328881,0x00,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,1,17,5,3,3.0
A,105,0x0400000000004000,1527823302.915416,1527823313.105547,10.190131,1,3,eth:ipv4:tcp,e0:76:d0:3f:00:ae,14:cc:20:51:33:ea,0x0800,,192.168.1.216,07,Private network,43662,52.193.63.241,jp,Amazon Data Services Japan,443,6,0x00,1,e0:76:d0:3f:00:ae_14:cc:20:51:33:ea_9,AMPAKTec_Tp-LinkT,443,https,9,8,1042,173,0,516,115.7778,169.6503,0,9.369913,1.132237,2.698893,0.8832075,102.2558,0.05882353,0.7152264,0x0054,1,30243,64,64,0,0x00,0x0042,0,0x00_0x00000000,0_0,0x00000000_0x00000000,1061052436,5,1041,2,1,141,0,467200,344631.7,0,497408,1,1,2,0.1111111,0x1f,0x0001,1,5,0x0000011e,1460,32,0x0000,0x00,0,0x00,3271213,0,0.004,13084.852621,1527810218.062795,0.0,0.004209,9.194641,2.052799,3.551714,0.179511,-1.0,0x12,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,6,1,4,10,1.666667
B,105,0x0400000000004001,1527823303.094927,1527823313.101326,10.006399,1,3,eth:ipv4:tcp,14:cc:20:51:33:ea,e0:76:d0:3f:00:ae,0x0800,,52.193.63.241,jp,Amazon Data Services Japan,443,192.168.1.216,07,Private network,43662,6,0x00,1,14:cc:20:51:33:ea_e0:76:d0:3f:00:ae_8,Tp-LinkT_AMPAKTec,443,https,8,9,173,1042,0,142,21.625,38.8842,0,9.369582,1.2508,2.805417,0.7994884,17.28894,-0.05882353,-0.7152264,0x00c4,1,41667,37,37,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,2578446983,8,172,0,5,1043,1,29200,30763.41,29200,31088,0,2,1,0.0,0x1e,0x0006,1,1,0x00000004,1460,1,0x0000,0x00,0,0x00,0,0,0.0,0.0,0.0,0.179511,0.174941,0.213917,0.1809365,0.01095781,2.233735,3.551731,0x42,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,1,6,3,9,9.0
A,112,0x0400000000004000,1527823303.864152,1527823304.013505,0.149353,1,3,eth:ipv4:tcp,30:8c:fb:2f:e4:b2,14:cc:20:51:33:ea,0x0800,,192.168.1.106,07,Private network,39481,192.168.1.1,07,Private network,80,6,0x00,1,30:8c:fb:2f:e4:b2_14:cc:20:51:33:ea_8,Dropcam_Tp-LinkT,80,http,8,6,50,717,0,50,6.25,13.81525,0,0.08040202,0.01866913,0.02562326,53.56438,334.7773,0.1428571,-0.8696219,0x00d4,1,1,64,64,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,3153138068,5,49,2,4,717,0,116800,23720.91,14600,116800,1,1,1,0.0,0x1b,0x0001,8,26,0x0000011e,1460,8,0x0000,0x00,0,0x00,4294939285,17383,0.01,42949391.890006,1484873912.123499,0.0,0.001301,0.049712,0.008368749,0.01376272,0.003525,-1.0,0x00,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,4,11,15,6,1.5
B,112,0x0400000000004001,1527823303.867677,1527823304.012134,0.144457,1,3,eth:ipv4:tcp,14:cc:20:51:33:ea,30:8c:fb:2f:e4:b2,0x0800,,192.168.1.1,07,Private network,80,192.168.1.106,07,Private network,39481,6,0x00,1,14:cc:20:51:33:ea_30:8c:fb:2f:e4:b2_6,Tp-LinkT_Dropcam,80,http,6,8,717,50,0,495,119.5,160.4162,0,0.086595,0.02407617,0.02944417,41.53485,4963.415,-0.1428571,0.8696219,0x0054,1,26788,64,64,0,0x00,0x0840,0,0x00_0x00000000,0_0,0x00000000_0x00000000,1929128828,6,716,0,2,50,1,463360,101969.6,28960,463360,1,0,0,0.0,0x1b,0x0003,6,20,0x0000011e,1460,16,0x0000,0x00,0,0x00,17383,4294939285,0.01,173.829996,1527823130.182138,0.003525,0.000155,0.07871199,0.01425816,0.02582269,0.02262691,0.02926131,0x00,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,11,4,14,5,0.4545455
A,107,0x0400000000004000,1527823302.94231,1527823304.113295,1.170985,1,3,eth:ipv4:tcp,30:8c:fb:2f:e4:b2,14:cc:20:51:33:ea,0x0800,,192.168.1.106,07,Private network,36966,52.200.132.4,us,Amazon Technologies Inc,443,6,0x00,1,30:8c:fb:2f:e4:b2_14:cc:20:51:33:ea_11,Dropcam_Tp-LinkT,443,https,11,11,2629,1915,0,1448,239.0,384.7263,0,0.258644,0.1064532,0.09350558,9.393801,2245.118,0.0,0.1571303,0x00d4,1,1,64,64,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,3146235740,8,2628,2,4,1915,0,116800,22873.45,14600,116800,1,2,1,0.0,0x1b,0x0001,11,35,0x0000011e,1460,8,0x0000,0x00,0,0x00,4294939295,10185239,0.01,42949391.990006,1484873912.123289,0.0,0.001314,0.186882,0.04073291,0.06467984,0.218441,-1.0,0x00,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,4,1,2,4,1.0
B,107,0x0400000000004001,1527823303.160751,1527823304.328832,1.168081,1,3,eth:ipv4:tcp,14:cc:20:51:33:ea,30:8c:fb:2f:e4:b2,0x0800,,52.200.132.4,us,Amazon Technologies Inc,443,192.168.1.106,07,Private network,36966,6,0x00,1,14:cc:20:51:33:ea_30:8c:fb:2f:e4:b2_11,Tp-LinkT_Dropcam,443,https,11,11,1915,2629,0,1448,174.0909,350.5818,0,0.402805,0.1061892,0.1281199,9.417154,1639.441,0.0,-0.1571303,0x00d4,1,56201,228,228,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,2815079143,11,1914,0,5,2629,1,7413760,245213.2,29184,7413760,1,3,1,0.0,0x1b,0x0003,11,35,0x0000011e,1460,256,0x0000,0x00,0,0x00,10185295,4294939295,0.004,40741.181935,1527782563.146897,0.218441,0.001796,0.257306,0.1814366,0.08023845,0.2221695,0.1030616,0x00,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,1,4,1,3,3.0
A,117,0x0400000000004000,1527823304.936948,1527823304.955015,0.018067,1,3,eth:ipv4:tcp,30:8c:fb:2f:e4:b2,14:cc:20:51:33:ea,0x0800,,192.168.1.106,07,Private network,39483,192.168.1.1,07,Private network,80,6,0x00,1,30:8c:fb:2f:e4:b2_14:cc:20:51:33:ea_7,Dropcam_Tp-LinkT,80,http,7,5,50,717,0,50,7.142857,14.57898,0,0.007338,0.002581,0.002121228,387.4467,2767.477,0.1666667,-0.8696219,0x00d4,1,1,64,64,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,3164464725,4,49,2,3,717,0,116800,27511.99,14600,116800,1,1,1,0.0,0x1b,0x0001,7,23,0x0000011e,1460,8,0x0000,0x00,0,0x00,4294939379,17478,0.01,42949392.830006,1484873912.125009,0.0,0.001305,0.008748,0.002366,0.002429698,0.000225,-1.0,0x00,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,3,11,13,4,1.333333
B,117,0x0400000000004001,1527823304.937173,1527823304.953648,0.016475,1,3,eth:ipv4:tcp,14:cc:20:51:33:ea,30:8c:fb:2f:e4:b2,0x0800,,192.168.1.1,07,Private network,80,192.168.1.106,07,Private network,39483,6,0x00,1,14:cc:20:51:33:ea_30:8c:fb:2f:e4:b2_5,Tp-LinkT_Dropcam,80,http,5,7,717,50,0,676,143.4,231.5475,0,0.011978,0.003295,0.003935889,303.4901,43520.49,-0.1666667,0.8696219,0x0054,1,16600,64,64,0,0x00,0x0840,0,0x00_0x00000000,0_0,0x00000000_0x00000000,1619199131,5,716,0,2,50,1,463360,133259.4,28960,463360,1,0,0,0.0,0x1b,0x0003,5,17,0x0000011e,1460,16,0x0000,0x00,0,0x00,17478,4294939378,0.01,174.779996,1527823130.173652,0.000225,0.000165,0.00323,0.000877,0.001059846,0.003243,0.002650794,0x00,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,11,3,12,3,0.2727273
A,123,0x0400000000004000,1527823305.943207,1527823305.952852,0.009645,1,3,eth:ipv4:tcp,30:8c:fb:2f:e4:b2,14:cc:20:51:33:ea,0x0800,,192.168.1.106,07,Private network,39485,192.168.1.1,07,Private network,80,6,0x00,1,30:8c:fb:2f:e4:b2_14:cc:20:51:33:ea_7,Dropcam_Tp-LinkT,80,http,7,5,50,717,0,50,7.142857,14.57898,0,0.002233,0.001377857,0.0005638477,725.7646,5184.033,0.1666667,-0.8696219,0x00d4,1,1,64,64,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,3191992437,4,49,2,3,717,0,116800,27511.99,14600,116800,1,1,1,0.0,0x1b,0x0001,7,23,0x0000011e,1460,8,0x0000,0x00,0,0x00,4294939479,17577,0.01,42949393.830006,1484873912.122846,0.0,0.001282,0.002876,0.001643857,0.0007025635,0.000268,-1.0,0x00,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0.0,0,3,12,11,2,0.6666667
